time,vel_x,vel_y,vel_z
0.7650062,0.085105297,-0.89217032,0.026887065
0.77000854,0.085105297,-0.94122653,0.026887065
0.77501088,0.085105297,-0.99028274,0.026887065
0.78001322,0.085105297,-0.90922371,0.026887065
0.78501556,0.085105297,-0.95827992,0.026887065
0.78999938,0.085105297,-0.91970179,0.031415939
0.79500172,0.085105297,-0.83151,0.031415939
0.80000406,0.081968253,-0.83375827,0.031415939
0.8050064,0.081968253,-0.88281448,0.031415939
0.81000874,0.081968253,-0.93187069,0.032717632
0.81501108,0.081968253,-0.9809269,0.032717632
0.82001342,0.081968253,-1.0299831,0.032717632
0.82501577,-0.004686623,-0.86087062,0.032717632
0.82999958,-0.004686623,-0.90974514,0.032717632
0.83500192,-0.021625084,-0.95880135,0.027974186
0.84000426,-0.0038920612,-0.87479028,0.033875436
0.8450066,-0.0038920612,-0.92384649,0.033875436
0.85000894,0.085968658,-0.80803917,0.10914726
0.85501129,0.085968658,-0.85709538,0.10914726
0.86001363,0.085968658,-0.90615159,0.10914726
0.86501597,0.085968658,-0.9552078,0.10914726
0.86999978,0.085968658,-0.83007077,0.10914726
0.87500212,0.085968658,-0.86089573,0.10914726
0.88000446,0.085968658,-0.90995194,0.10914726
0.88500681,0.082815118,-0.87549586,0.10914726
0.89000915,0.082815118,-0.92455207,0.036202978
0.89501149,0.29495886,-0.84473098,0.036202978
0.90001383,0.082815118,-0.88554543,0.036202978
0.90501617,0.082815118,-0.93460164,0.036202978
0.90999999,0.0048260024,-0.98347616,0.036202978
0.91500233,0.028437409,-0.86886484,0.036202978
0.92000467,0.028437409,-0.91792105,0.024685316
0.92500701,0.028437409,-0.96697726,0.024685316
0.93000935,0.028437409,-1.0160335,-0.027497286
0.93501169,0.028437409,-0.81832899,0.010799397
0.94001403,0.028437409,-0.86285895,0.010799397
0.94501637,0.028437409,-0.91191516,0.010799397
0.95000019,0.021942514,-0.96078968,0.010799397
0.95500253,0.021942514,-1.0098459,0.010799397
0.96000487,0.021942514,-1.0589021,0.010799397
0.96500721,0.021942514,-1.1079583,0.010799397
0.99500273,0.10548578,-1.0550973,-0.12075463
1.0000051,0.10548578,-1.1041535,-0.12075463
